NOMBRE_DEL_SOLISTA_DE_LA_BANDA;GENERO;ESTILO;FECHA_INSCRIPCION;LINK_FACEBOOK;LINK_TWITTER;OTRAS_REDES;DISCOS;LINK_VIDEOCLIP;VIDEO_EN_VIVO;BARRIO;CANTIDAD_DE_INTEGRANTES
KIMIA;ROCK;;29/04/15;HTTPS://FACEBOOK.COM/KIMIAALTROCK;HTTPS://TWITTER.COM/KIMIA_OK;HTTPS://WWW.FACEBOOK.COM/KIMIAALTROCK;;;;COGHLAN;4
SHAGGIS;ROCK ;GRUNGE;29/04/15;HTTPS://FACEBOOK.COM/SHAGGISOFICIAL;HTTPS://TWITTER.COM/SHAGGISOFICIAL;HTTPS://SHAGGIS.BANDCAMP.COM;SOPORTANDO MIERDA AJENA (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=RV-I1AKNFSC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=NWAN63WFWSM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=FGUBOOFWHDY;LA BOCA;4
DEESTATICOS;INDIE ;;28/04/15;HTTPS://FACEBOOK.COM/DEESTATICOS;HTTPS://TWITTER.COM/DEESTATICOS;HTTPS://SOUNDCLOUD.COM/DEESTATICOS , HTTPS://SOUNDCLOUD.COM/DEESTATICOS , HTTP://DEESTATICOS.BANDCAMP.COM/;RUSH (2014);;HTTP://YOUTU.BE/U8N1XRPHKPQ , HTTP://YOUTU.BE/NYH_Q1SXOHA;VILLA DEL PARQUE;5
ELEVE;ROCK ;ROCK ALTERNATIVO;27/04/15;HTTPS://FACEBOOK.COM/ELEVE.LV;HTTPS://TWITTER.COM/ELEVE_LV;WWW.YOUTUBE.COM/USER/ELEVE88;ELEVE (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=SRZBKRDNIBO;HTTPS://WWW.YOUTUBE.COM/WATCH?V=9WZXSF01XHK;NUÑEZ;3
CHIFY NEGRETTI Y NOSOTROS;POP ;POP CANCION;26/04/15;HTTPS://FACEBOOK.COM/CHIFYNEGRETTI;HTTPS://TWITTER.COM/CHIFYNEGRETTI;HTTPS://CHIFYNEGRETTI.BANDCAMP.COM/;PENSAMIENTO EN EL AIRE (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=NS4JTZ2-H9I;HTTPS://WWW.YOUTUBE.COM/WATCH?V=IRGIJLKMFMA , HTTPS://WWW.YOUTUBE.COM/WATCH?V=IBLRKGDYEPM;LA BOCA;6
MARIA FLORENCIA Y LOS ASTROLOGICOS;ROCK ;ROCK ALTERNATIVO;26/04/15;HTTPS://FACEBOOK.COM/MIFLORSILVA;HTTPS://TWITTER.COM/MARIAFLORROCK;HTTP://WWW.REVERBNATION.COM/MARIAFLORENCIAYLOSASTROLOGICOS , HTTPS://MARIAFLORENCIAYLOSASTROLOGICOS.BANDCAMP.COM/;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=QVKAOWZEUCM;HTTPS://WWW.YOUTUBE.COM/WATCH?V=7QO6RK6MERY;AGRONOMIA;1
VANE RUTH COUNTRYBAND;SOLISTA ;ROCK POP;26/04/15;;HTTPS://TWITTER.COM/VANE_RUTH;WWW.VANERUTH.COM;TODOS (2014) , POR EL CAMINO DEL COUNTRY (2012) , BUENAS RUTAS (2011) , PUEBLO ATRAS (2009);HTTPS://WWW.YOUTUBE.COM/WATCH?V=CI6Q9MFLDLI , HTTPS://WWW.YOUTUBE.COM/WATCH?V=MTBOXWLVZLE;HTTPS://WWW.YOUTUBE.COM/WATCH?V=JBLMM-ZN7LW , HTTPS://WWW.YOUTUBE.COM/WATCH?V=H_ARE-I5K-M;BERNAL;6
VICTORIA Y LOS DEL SUR;ROCK ;ROCK POP;25/04/15;HTTPS://FACEBOOK.COM/VICTORIAYLOSDELSUR;;HTTPS://SOUNDCLOUD.COM/VICKYPOLAK/ , HTTP://VICTORIAYLOSDELSUR.BLOGSPOT.COM.AR/;LAS VOCES DEL VIENTO (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=XUNCYHSWTE8;CHACARITA;3
ELIXIR ANCESTRAL;METAL / HEAVY ;HEAVY METAL;24/04/15;HTTPS://FACEBOOK.COM/ELIXIRMETAL;;;LOS SUEÑOS VIVIRAN (2010);;HTTPS://YOUTU.BE/33CGNWYR2UK , HTTPS://YOUTU.BE/4OASMH56G5Y;LINIERS;1
PATIN AL SUR;ROCK ;;24/04/15;HTTPS://FACEBOOK.COM/PATINALSUR;HTTPS://TWITTER.COM/PATINALSUR;;PATIN AL SUR (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=EBOAKVYDKJM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=K-1AED9A7VS;HTTPS://WWW.YOUTUBE.COM/WATCH?V=YQBUDQSUEFI;VILLA SOLDATI;6
DONDE Y LOS QUIEN;ROCK ;;23/04/15;;;;DONDE Y LOS QUIEN (2013);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=ZZORRILS3HE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=CVFR35DUGFS;BOEDO;4
CHOQUE EN CADENA;ROCK ;ROCK ALTERNATIVO;22/04/15;HTTPS://FACEBOOK.COM/PAGES/CHOQUE-EN-CADENA/374706309314073;;HTTP://WWW.COMUNIDADFUSA.COM/BANDAS/CHOQUEENCADENA , HTTPS://SOUNDCLOUD.COM/CHOQUEENCADENA/;;;;BELGRANO;3
EMISARIOS DE LO LEJANO;HIP HOP / RAP ;;21/04/15;;;HTTPS://WWW.FACEBOOK.COM/EMISARIOSDELOLEJANO?FREF=TS;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=-6K19TMGZQ8 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=JK8WJTGLQ9S;BOEDO;6
LOS MOUSTACHE BOYS;JAZZ ;;21/04/15;;;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCJ64FRYVVIVYZZEYXUZVUMA/FEATURED;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OSQSQPXVHIG;HTTPS://WWW.YOUTUBE.COM/WATCH?V=X2P7OHVSR24;CONSTITUCION;5
ROLL PESADO;ROCK ;HARD ROCK;21/04/15;HTTPS://FACEBOOK.COM/PAGES/HOMENAJE-A-RIFF-Y-PAPPO-X-ROLL-PESADO/218197591566152;HTTPS://TWITTER.COM/ROLLPESADO;HTTPS://WWW.YOUTUBE.COM/USER/ROLLPESADO , HTTPS://PLUS.GOOGLE.COM/+ROLLPESADO , HTTP://ROLLPESADO.COM/;HOMENAJE PESADO (2012);HTTPS://WWW.YOUTUBE.COM/WATCH?V=4UMHOOA9RNC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=4UMHOOA9RNC;NUEVA POMPEYA;4
BINAURAL;ROCK ;ROCK ALTERNATIVO;21/04/15;;;HTTPS://WWW.FACEBOOK.COM/BINAURALROCK?FREF=TS;DICEN LOS CERDOS (2014) , DETRAS DE LA LINEA DEL MAR (2010);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=JFWQ4URTT8C , HTTPS://WWW.YOUTUBE.COM/WATCH?V=HPZ0DLBOC0O;BOEDO;4
NO SALGAS CON ROBOTS;ROCK ;ROCK ALTERNATIVO;21/04/15;HTTPS://FACEBOOK.COM/NOSALGASCONROBOTS;HTTPS://TWITTER.COM/ROBOTSNO;NSCR.BANDCAMP.COM , HTTPS://WWW.FACEBOOK.COM/NOSALGASCONROBOTS;;HTTPS://YOUTU.BE/RQUPE587D9A;HTTPS://WWW.YOUTUBE.COM/WATCH?V=GOFKW3PZTU4 , HTTPS://YOUTU.BE/HSJVV8J5KDY;CHACABUCO;5
CUARTETO LECHUCK;ROCK ;ROCK INSTRUMENTAL;21/04/15;HTTPS://FACEBOOK.COM/THEFABULOSLECHUCKBOYS;;HTTPS://CUARTETOLECHUCK.BANDCAMP.COM/RELEASES , HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCC_W2G6URVXLF3AVBZYSJG/VIDEOS;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=IP3EU5D1KOC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=ONCLWEKZL3E;CONSTITUCION;4
POPELKA;INDIE ;;20/04/15;;;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UC1ODZURLLYJ8ZKTIGEX5GSW , HTTPS://WWW.FACEBOOK.COM/POPELKAMUSIC?FREF=TS;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=WYSIQMULE3C&INDEX=1&LIST=PLBRQQ1LPSF9KNBUYTSR4YBVY20DKWNTPK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=NNUUY23-LCS&LIST=PLBRQQ1LPSF9KNBUYTSR4YBVY20DKWNTPK&INDEX=2;HTTPS://WWW.YOUTUBE.COM/WATCH?V=MEZID5ZE_6O&LIST=PLBRQQ1LPSF9KNBUYTSR4YBVY20DKWNTPK&INDEX=5 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=JVWEZHVNXPE&INDEX=3&LIST=PLBRQQ1LPSF9KNBUYTSR4YBVY20DKWNTPK;SAN NICOLAS;4
ELIO GERARDI GRUPO;INSTRUMENTAL ;;20/04/15;HTTPS://FACEBOOK.COM/ELIOGERARDIOFICIAL;;;ATEMPORAL (2010);HTTPS://WWW.YOUTUBE.COM/WATCH?V=8JCWLCRXVCC , HTTPS://WWW.YOUTUBE.COM/WATCH?V=F_UC6Z1NMNA;HTTPS://VIMEO.COM/17553936;MONTE CASTRO;5
GRAVESS;METAL / HEAVY ;NU-METAL;20/04/15;;;HTTP://GRAVESS.BANDCAMP.COM/;SSENVARG (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=U1GWXJRFRKG , HTTPS://WWW.YOUTUBE.COM/WATCH?V=SNN65CEND74;CONSTITUCION;3
GENOVA;ROCK ;ROCK ALTERNATIVO;20/04/15;;HTTPS://TWITTER.COM/GENOVA_MUSICA;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCRSGZ_SO3WLLAUWOEDHGJA , GENOVAMUSICA.BANDCAMP.COM;MALAVIA (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=WCP2Q2Z4QEE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=IRBCVIHNLCQ;HTTPS://WWW.YOUTUBE.COM/WATCH?V=XQSBI6WPODW;LA PATERNAL;4
LILAN & SUR EXPRES;SOLISTA ;;18/04/15;;;HTTPS://WWW.FACEBOOK.COM/LILANSUREXPRES?REF=HL;LILAN SUR EXPRES (2011) , EL REGRESO DEL ILEGAL (2006);HTTPS://YOUTU.BE/ZOJKHEO7PZW , HTTPS://WWW.YOUTUBE.COM/WATCH?V=IFVQHMRPGDA;HTTPS://WWW.YOUTUBE.COM/WATCH?V=C8_Y4FM9FXO , HTTPS://WWW.YOUTUBE.COM/WATCH?V=EFN42GDMJFI;ALMAGRO;1
ELEMENTOS;POP ;POP ROCK;17/04/15;;HTTPS://TWITTER.COM/ELEMENTOSOK;HTTPS://WWW.FACEBOOK.COM/ELEMENTOS.BANDA?FREF;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RUKY-6GQFB4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=UE2VKIU3BDU;;FLORES;3
LOS ATOMOS;ROCK ;GRUNGE;17/04/15;;;WWW.SOUNDCLOUD.COM/LOSATOMOS;;;;BOEDO;3
DR.FUNKENSTEIN;FUNK;;16/04/15;HTTPS://FACEBOOK.COM/DR.FUNKENSTEINBANDA;;;;;;SAN NICOLAS;3
SATELITE ESPIA RUSO;INDIE ;;16/04/15;;HTTPS://TWITTER.COM/SATELITEESPIARU;HTTPS://SATELITEESPIARUSO.BANDCAMP.COM/;VIAJES (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=VVYNOLMRAMM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=GB_Q9YIF8AC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=EG-5SKRLEGI;LA PLATA;5
ZAHIRA;POP ;POP CANCION;16/04/15;;HTTPS://TWITTER.COM/ZAHIRAMUSIC;HTTPS://SOUNDCLOUD.COM/ZAHIRAMUSIC , HTTPS://WWW.YOUTUBE.COM/ZAHIRAROCK;ZAHIRA (2010);HTTPS://WWW.YOUTUBE.COM/WATCH?V=TDAU6H2PFNI , HTTPS://WWW.YOUTUBE.COM/WATCH?V=AXOUPJU9QNA;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OIAU_YQ2X54 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=-IZFQ0OMPVU;BERNAL;6
VERSATILES;ROCK ;GRUNGE;16/04/15;;;HTTPS://M.FACEBOOK.COM/PROFILE.PHP?¡=130397876980076;CUESTA ARRIBA (2010);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=GWZNCG6CYOE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=X9HQXML4V_Y;BOEDO;4
NABLA;ROCK ;HARD ROCK;16/04/15;HTTPS://FACEBOOK.COM/NABLAOFICIAL;HTTPS://TWITTER.COM/NABLAOFICIAL;HTTP://NABLA.BANDCAMP.COM/ , 	HTTP://NABLAOFICIAL.COM.AR/;DUEÑOS DEL CIRCO (2014);HTTPS://YOUTU.BE/3PTYSV8HBKI;;AGRONOMIA;5
GORA MALATESTA;ROCK ;ROCK ALTERNATIVO;16/04/15;;;;GORA MALATESTA (2013);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OQVBIR7JEFC;MONTE CASTRO;5
PER SE;ROCK ;POWER TRIO;15/04/15;HTTPS://FACEBOOK.COM/PORSIMISMO;;;LA MENTE Y LA MENTALIDAD (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=UYEXU-WMLQG&LIST=PLSWU3CWQEUEJNSHZG6P4LNBJZI87LIY3S&INDEX=4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=HYYEFQT9TBQ&INDEX=5&LIST=PLSWU3CWQEUEJNSHZG6P4LNBJZI87LIY3S;BOEDO;3
TURBA;ROCK ;;15/04/15;HTTPS://FACEBOOK.COM/TURBABABY;HTTPS://TWITTER.COM/TURBABABY;LATURBA.BANDCAMP.COM;BABY (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=JHVMN48KETM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=OMEX--6LMYK;VERSALLES;2
F.L.I.P;PUNK ;PUNK ROCK;14/04/15;;HTTPS://TWITTER.COM/FLIP_OFICIAL;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=ESNL_D9TWNE , HTTPS://YOUTU.BE/W7U_22P1HF8;AGRONOMIA;6
BANZAI FC;ROCK;;14/04/15;;;HTTPS://BANZAIFC.BANDCAMP.COM/;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=JINHL5VSIDS;HTTPS://WWW.YOUTUBE.COM/WATCH?V=HU1YILEYMMU , HTTPS://WWW.YOUTUBE.COM/WATCH?V=9FI1T2DLA1Y;NUÑEZ;4
FREDY TESLA;ROCK ;HARD ROCK;14/04/15;HTTPS://FACEBOOK.COM/FREDYTESLA;;WWW.FREDYTESLA.COM;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=JN-XYFQDCWU;;AGRONOMIA;4
KILLHITS;ROCK ;ROCK POP;14/04/15;HTTPS://FACEBOOK.COM/KILLHITS;HTTPS://TWITTER.COM/KILLHITS;;OCEANO EN MIS OJOS (2013);HTTPS://YOUTU.BE/H8RD0DSIX3M;HTTPS://YOUTU.BE/AROMNUTJF7I , HTTPS://YOUTU.BE/H8RD0DSIX3M;VILLA DEL PARQUE;3
MISTER BLACKWELL;METAL / HEAVY ;NU-METAL;13/04/15;HTTPS://FACEBOOK.COM/MISTERBLACKWELLOFICIAL;;WWW.MISTERBLACKWELL.ORG;;;;ITUZAINGO;6
GENOVA;ROCK ;ROCK ALTERNATIVO;13/04/15;;HTTPS://TWITTER.COM/GENOVA_MUSICA;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCRSGZ_SO3WLLAUWOEDHGJA , GENOVAMUSICA.BANDCAMP.COM;MALAVIA (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=WCP2Q2Z4QEE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=CAMSC8UABSC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=SKXSLCCVNYC;LA PATERNAL;4
MAROTHES;ROCK ;;13/04/15;HTTPS://FACEBOOK.COM/MAROTHES;HTTPS://TWITTER.COM/MAROTHES;HTTP://WWW.MAROTHES.COM.AR;MOVIENDONOS (2013) , CAMINA CON RESPETO ESTAS EN EL FONDO DEL MAR (2010);HTTPS://WWW.YOUTUBE.COM/WATCH?V=SPDNR6GVHB4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=T72E5HBE1C8;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RFUN1BRJLTM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=DONCDXXA10M;LA PLATA;7
RODOLFO FITO MAIDANA;MELODICO ;;12/04/15;HTTPS://FACEBOOK.COM/RODOLFO.MAIDANA.98;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=HSGAQH9JJ1Q;SAN PABLO DE REYES, YALA, JUJUY;1
PISTON COBRA;ROCK ;HARD ROCK;11/04/15;HTTPS://FACEBOOK.COM/PISTONCOBRA;;WWW.PISTONCOBRA.COM.AR;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=8EQHIV_W7WG , HTTPS://WWW.YOUTUBE.COM/WATCH?V=JFP8N51YCJE;RETIRO;4
CIRCUS MUSICA;ROCK ;;11/04/15;;;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCOE30AARZNA8E_L7YNW6TA , HTTP://CIRCUSMUSICA.BANDCAMP.COM/RELEASES;CIRCUS MUSICA (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=WJXJITASCPK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=8TDI0IYGINY;COGHLAN;5
WAYRAPAMPA;FOLKLORE ;FOLKLORE FUSION;10/04/15;;;;;;HTTPS://YOUTU.BE/W09K3DUKGJW;CABALLITO;7
JAVI CORTEZ;INDIE ;;10/04/15;HTTPS://FACEBOOK.COM/HOLAJAVICORTEZ;;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UC25RSKSQK7ITOY8RNSWTWA , HTTPS://SOUNDCLOUD.COM/JAVICORTEZ , HTTP://JAVICORTEZ.COM.AR/;JAVI CORTEZ (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=ATTN8BSXTQG;HTTPS://WWW.YOUTUBE.COM/WATCH?V=CF0YJAN-YIG;VILLA SOLDATI;4
EL AGUIJON;ROCK ;;10/04/15;HTTPS://FACEBOOK.COM/ELAGUIJONROCK;HTTPS://TWITTER.COM/ELAGUIJONROCK;HTTP://ELAGUIJONROCK.BANDCAMP.COM/ , HTTP://WWW.ELAGUIJON.COM.AR;LA RUEDA (2014) , FRAGIL (2012) , FUEGUITOS (2009);HTTPS://WWW.YOUTUBE.COM/WATCH?V=RNIDYJ4N8DU , HTTPS://WWW.YOUTUBE.COM/WATCH?V=XZQN-JNT5LA;HTTPS://WWW.YOUTUBE.COM/WATCH?V=F9QLOJJNVBY , HTTPS://WWW.YOUTUBE.COM/WATCH?V=8ZBRMBFBSD0;VILLA LUGANO;4
ESTO ES TODO?;ROCK ;;10/04/15;;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=_IECDWOW_C4;LA BOCA;3
ETERNO HORIZONTE;ROCK ;;10/04/15;HTTPS://FACEBOOK.COM/ETERNOHORIZONTEROCK;;SOUNDCLOUD.COM/ETERNOHORIZONTE/;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=WR08RA4EXSW;CONSTITUCION;5
PAYASOS DE NADIE;ROCK ;;10/04/15;HTTPS://FACEBOOK.COM/PAYASOSDENADIE;HTTPS://TWITTER.COM/PAYASOSDENADIE;HTTP://WWW.PAYASOSDENADIE.COM.AR/;DEMO 2011 (2011) , 4 DE COPAS (2007) , SIMPLEMENTE (2005);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=CENKVLO7PEQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=TLVH9VHEIPU;RETIRO;3
BRANDON;POP ;;09/04/15;HTTPS://FACEBOOK.COM/BRANDONMUSICA;;HTTPS://SOUNDCLOUD.COM/BRANDONESMUSICA;BRANDON 2014 (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=RYEKOWTDZP0;HTTPS://WWW.YOUTUBE.COM/WATCH?V=SK6S1SY69DA;VILLA SOLDATI;1
33 ORIENTALES;ROCK ;ROCK ALTERNATIVO;09/04/15;HTTPS://FACEBOOK.COM/33ORIENTALES;HTTPS://TWITTER.COM/33_ORIENTALES;WWW.33ORIENTALES.COM.AR;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=KJ_EAR_GRIM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=KJ_EAR_GRIM;HTTPS://WWW.YOUTUBE.COM/WATCH?V=ON02TBTSDKA , HTTPS://WWW.YOUTUBE.COM/WATCH?V=KJ_EAR_GRIM;RAMOS MEJIA;4
CORVEN;ROCK ;ROCK ALTERNATIVO;09/04/15;HTTPS://FACEBOOK.COM/CORVEN;;WWW.SOUNDCLOUD.COM/CORVENROCK , WWW.FACEBOOK.COM/CORVENROCK;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=TL2UJWY5JKG;HTTPS://WWW.YOUTUBE.COM/WATCH?V=M3MTC4HKXB8;PUERTO MADERO;5
DOBLE CORDEL ROCK;ROCK ;;09/04/15;;HTTPS://TWITTER.COM/DOBLECORDELROCK;;DOBLE CORDEL (2010);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RT39RNZ89N0 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=RT39RNZ89N0;BELGRANO;5
REVANCHISTAS;ROCK ;;09/04/15;HTTPS://FACEBOOK.COM/REVANCHISTAS;HTTPS://TWITTER.COM/REVANCHISTAS27;WWW.REVANCHISTAS.COM.AR;ALBUM VEINTISIETE (2014) , DE SANGRE CALIENTE (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=2ZE4P0ARLJS;HTTPS://WWW.YOUTUBE.COM/WATCH?V=VURV69SJHZY , HTTPS://WWW.YOUTUBE.COM/WATCH?V=_V5X588VFOG;VILLA LUGANO;6
NI ROMA;ROCK ;ROCK ALTERNATIVO;08/04/15;HTTPS://FACEBOOK.COM/NIROMAROCK;;HTTP://WWW.YOUTUBE.COM/USER/NIROMAROCK;;;;SAN FERNANDO;5
BOSNIA;ROCK ;ROCK POP;08/04/15;HTTPS://FACEBOOK.COM/BOSNIAMUSICA;HTTPS://TWITTER.COM/BOSNIATW;WWW.YOUTUBE.COM/MUSICABOSNIA , WWW.YOUTUBE.COM/MUSICABOSNIA;MUTAR (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=HPDJC9OECDO;HTTPS://WWW.YOUTUBE.COM/WATCH?V=1BAWED9GKAS , HTTPS://WWW.YOUTUBE.COM/WATCH?V=ALDFAXANHEY;AGRONOMIA;5
SALVADOR LINGOTE;ROCK ;;08/04/15;HTTPS://FACEBOOK.COM/SALVADOR.LINGOTE;;HTTPS://SOUNDCLOUD.COM/SALVADORLINGOTEROCK/MECHAVIDA , HTTPS://SALVADORLINGOTE.BANDCAMP.COM/;MECHA & VIDA (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=YZ5DKNUUZ2Q , HTTPS://WWW.YOUTUBE.COM/WATCH?V=MR7ADYZUEEO;HTTPS://WWW.YOUTUBE.COM/WATCH?V=L_0TUGDEEJ0 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=DOIJ04DTKHG;LA MATANZA;4
ENEMIGOS DE KENTAKI;TROPICAL / LATINO ;CUMBIA;08/04/15;HTTPS://FACEBOOK.COM/ENEMIGOSDEKENTAKI;HTTPS://TWITTER.COM/EDEKENTAKI;INSTAGRAM.COM/ENEMIGOSDEKENTAKI;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=AX_KJLQBAPQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=B_QTERCQ7G0;CONSTITUCION;10
HANDELS;INDIE ;;07/04/15;HTTPS://FACEBOOK.COM/MUSICAHANDELS;HTTPS://TWITTER.COM/MUSICAHANDELS;HTTP://WWW.UNBANQUETETODOSLOSDIAS.COM/;UN BANQUETE TODOS LOS DIAS (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=B3U7BWCCE3W , HTTPS://WWW.YOUTUBE.COM/WATCH?V=31NDVKWJMNO;HTTPS://WWW.YOUTUBE.COM/WATCH?V=3SED6HPPSAK;NUÑEZ;4
ESTA MAL?;POP ;POP ROCK;07/04/15;;HTTPS://TWITTER.COM/ESTAMALROCK;HTTP://WWW.REVERBNATION.COM/ESTAMALROCK , HTTPS://WWW.YOUTUBE.COM/USER/ESTAMALROCK , HTTPS://WWW.FACEBOOK.COM/ESTAMALROCK?FREF=PHOTO;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RJ6Y8JUWRNO , HTTPS://WWW.YOUTUBE.COM/WATCH?V=ZKKGYAN49B0;BALVANERA;5
GRUNDER;ROCK;;07/04/15;;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=YSX-_JC1MRM;CONSTITUCION;4
LOS DANDREA;ROCK ;ROCK POP;07/04/15;;HTTPS://TWITTER.COM/LOSDANDREA;HTTP://WWW.YOUTUBE.COM/PLAYLIST?LIST=PLDDSLELCA0IJZ82ZRBSQGWSXOP69DT26R , HTTPS://SOUNDCLOUD.COM/LOSDANDREAROCK/SETS/BUSCANDO;BUSCANDO (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=HMTQZXTZ1HS;HTTPS://WWW.YOUTUBE.COM/WATCH?V=UACF7SIFJN0 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=IYTRFGAFLZY;HURLINGHAM;4
ANIA;SOLISTA ;ROCK POP;07/04/15;HTTPS://FACEBOOK.COM/ANIAMUSICAL;HTTPS://TWITTER.COM/ANIAMUSICA;HTTPS://WWW.YOUTUBE.COM/USER/NAVEGACONCIENCIAS , HTTPS://WWW.YOUTUBE.COM/USER/NAVEGACONCIENCIAS , HTTP://WWW.ANIAMUSICA.COM.AR/;SAGITARIO (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=DMEJTKJ68XE , HTTPS://WWW.YOUTUBE.COM/WATCH?V=XOJ6IDURTWU;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OZJHUVNEMGK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=P64GUI9H57C;NUEVA POMPEYA;7
GABRIELA ZAPATA;INDIE ;;06/04/15;HTTPS://FACEBOOK.COM/GABRIELAZAPATAMUSIC;HTTPS://TWITTER.COM/GABYZAPATAMUSIC;HTTPS://WWW.YOUTUBE.COM/GABRIELAZAPATAMUSIC , HTTP://GABRIELAZAPATA.BANDCAMP.COM/;IRIDISCENTE (2014) , NEVERENDING STORIES (2013) , ANDROMEDA (2011) , DEMO SKETCHES (2010);HTTPS://WWW.YOUTUBE.COM/WATCH?V=_W9XJMG2GOG , HTTPS://WWW.YOUTUBE.COM/WATCH?V=52QZ-ID8L_S;HTTPS://WWW.YOUTUBE.COM/WATCH?V=G-TEM_VM3DK&INDEX=9&LIST=PLZ3MLBEPB7D6JWQZUBR99A_BWTD3TS31G , HTTPS://WWW.YOUTUBE.COM/WATCH?V=KIM-GN1PTBC;VILLA SOLDATI;1
